ID,Host,Lifecycle Stage,Deleted 6/11/23,Created At,Response,Notes
ce722650-d561-4631-b500-d0ace366efb9,healthwatch-england.citizenlab.co,churned,,2021-02-02 15:23:38,Error: Failed to open TCP connection to healthwatch-england.citizenlab.co:443 (Connection refused - connect(2) for healthwatch-england.citizenlab.co port 443),Using URL for other app: https://www.healthwatch.co.uk/have-your-say
26648212-f6ff-4263-872f-ea8c70ed91d1,citizenlab.seattle.gov,active,,2020-03-04 10:02:41,Error: SSL_connect returned=1 errno=0 state=error: certificate verify failed (certificate has expired),NET::ERR_CERT_DATE_INVALID
12eecf15-0637-4d97-95ef-92f2055361d1,idee.namensnederland.nl,churned,DELETED,2020-04-23 8:52:13,Error: SSL_connect returned=1 errno=0 state=error: certificate verify failed (Hostname mismatch),Using URL for placeholder page: http://idee.namensnederland.nl/
59c525f3-6359-40b0-b2cc-5d0d3078f4f3,hilversum2040.nl,churned,DELETED,2021-05-25 16:50:06,Error: SSL_connect returned=1 errno=0 state=error: certificate verify failed (self signed certificate),Redirects to other app: https://www.bouwenaanhilversum.nl/hilversum2040/start/default.aspx
c114943b-79c1-4866-9534-b8b9db3027f1,www.zukunft-pfaffenhausen.de,churned,DELETED,2017-12-18 16:58:18,Error: unexpected token at <!DOCTYPE html><html data-adblockkey=MFwwDQYJKoZIhvcNAQEBBQADSwAwSAJBALquDFETXRn0Hr05fUP7EJT77xYnPmRbpMy4vk8KYiHnkNpednjOANJcaXDXcKQJN0nXKZJL7TciJD8AoHXK158CAwEAAQ==_OR0OqC9eqKGxNHPOpAbaRd2Zy+xxF8QyLbJxns+80i7cpThiptD/8D4y2AB1rHvcpJUeq4kMm1ZqqwusQPQkBg== xmlns=http://www.w3.org/1999/xhtml xml:lang=en lang=en> ...,Using URL for other app: https://www.zukunft-pfaffenhausen.de/
3fef1304-ed97-4aeb-8daf-8d8c5ba07ea2,meridianoneconsultation.co.uk,churned,DELETED,2020-08-21 11:16:57,Error: unexpected token at <!doctype html><html data-adblockkey=MFwwDQYJKoZIhvcNAQEBBQADSwAwSAJBANDrp2lz7AOmADaN8tA50LsWcjLFyQFcb/P2Txc58oYOeILb3vBw7J6f4pamkAQVSQuqYsKx3YzdUHCvbVZvFUsCAwEAAQ==_DpXoI9B1krFaN3m7ovENt/+dUKmTRHxT0UI3tVEiYbZ5FQksJolwzmVHCG6PODk0SEzeXR8Mxp0KtvizPhcUCg== lang=en>...,Using URL for othr app: https://meridianoneconsultation.co.uk/
7230fbee-c0ec-4f4e-9c36-67c5ec6cac0f,adminhqtest3.citizenlab.co,trial,,2023-11-22 16:38:34,Net::OpenTimeout: Failed to open TCP connection to adminhqtest3.citizenlab.co:443 (execution expired),Not on AdminHQ - deleted?
6711cbeb-de22-49c3-a221-d1eb7f4940b3,dallas-demo.citizenlab.co,demo,DELETED,2022-02-02 23:14:05,Net::OpenTimeout: Failed to open TCP connection to dallas-demo.citizenlab.co:443 (execution expired),Page not loading - is on AdminHQ - broken demo?
ed0ee39e-f293-417e-869c-a09dc37bcb5f,demo.envigado.citizenlab.co,demo,DELETED,2021-08-23 14:04:45,Net::OpenTimeout: Failed to open TCP connection to demo.envigado.citizenlab.co:443 (execution expired),Page not loading - is on AdminHQ - broken demo?
9557948c-9285-454b-9112-ecee718a16b0,forum.wichita.gov,churned,DELETED,2021-05-17 13:20:39,Net::OpenTimeout: Failed to open TCP connection to forum.wichita.gov:443 (execution expired),Page not loading - is on AdminHQ - churned
b81f2a69-82c7-4abe-83cc-cad6252d6d17,hodb.citizenlab.co,active,,2023-08-23 13:20:46,Net::OpenTimeout: Failed to open TCP connection to hodb.citizenlab.co:443 (execution expired),"Now at https://heistdenktmee.be/nl-BE/, managed by terraform"
9bfe7bf3-2bf3-4f30-ae47-46f0e8c818b1,joe-demo.citizenlab.co,trial,,2023-11-15 10:46:53,Net::OpenTimeout: Failed to open TCP connection to joe-demo.citizenlab.co:443 (execution expired),Deleted by me 30-Nov
8ddd198c-0268-490f-ada5-734f30b696ac,kickbeligum.citizenlab.co,active,,2023-11-27 8:36:43,Net::OpenTimeout: Failed to open TCP connection to kickbeligum.citizenlab.co:443 (execution expired),Not on AdminHQ - deleted?
e7c76ef9-1c14-475c-8dc9-6f454aa36d49,noord-beveland.citizenlab.co,active,,2023-09-07 6:36:30,Net::OpenTimeout: Failed to open TCP connection to noord-beveland.citizenlab.co:443 (execution expired),"Now has custom domain, denkmee.noord-beveland.nl, terraformed, Metabase out-of-date"
8147f6df-d97d-4233-84cf-936ef6708a32,project-demo.citizenlab.co,trial,,2023-11-15 10:37:49,Net::OpenTimeout: Failed to open TCP connection to project-demo.citizenlab.co:443 (execution expired),Deleted by me 30-Nov
d1b2cee0-34d4-4f70-91f3-db79ab25f97a,rijswijk.citizenlab.co,churned,DELETED,2020-05-25 9:19:26,Net::OpenTimeout: Failed to open TCP connection to rijswijk.citizenlab.co:443 (execution expired),Page not loading - is on AdminHQ - churned
cc544508-3801-4363-a727-342c21994cae,peabody.citizenlab.co,churned,DELETED,2021-02-03 18:33:19,not success,app_configuration 404
d6a1fbea-b0e2-4521-8368-b2e0d914b906,ingenuityleeds.com,churned,DELETED,2021-08-23 10:02:31,not success,Using URL for other app: https://www.ingenuityleeds.com/
0ad86fed-7b57-4f25-af11-e5c627e5977d,cheltenhamzero.org,churned,DELETED,2021-08-18 15:37:48,not success,Using URL for other app: https://cheltenhamzero.org/
69fc7d86-ff70-42bc-a996-68bdca5e096d,lambeth-trial.citizenlab.co,demo,DELETED,2023-11-01 15:19:06,not success,app_configuration 404
821b382b-440d-4ba9-8522-0afc1acb8d68,denkmee.zoersel.be,churned,DELETED,2021-07-02 11:05:34,not success,Using URL for other app: https://denkmee.zoersel.be/
26b8ac8a-6c2a-45f0-9709-e9365319c549,soroechurned@citizenlab.co,not_applicable,DELETED,2021-07-30 10:17:06,not success,Redirects to https://www.citizenlab.co/
06e1a9b6-f6f9-45c5-b36b-52007cd0b533,doemee.middelburgers.nl,churned,DELETED,2020-07-21 12:33:45,not success,Using URL for other app: https://middelburgontmoet.nl/projecten
34e5f577-2e22-4957-81c9-91a25fc406b9,participatie.laarne.be,churned,DELETED,2018-10-12 7:27:50,not success,Using URL for other app: https://participatie.laarne.be/
01d3c059-31c6-4ff6-a11d-f452ae75d923,involve.winsford.gov.uk,churned,DELETED,2020-05-06 17:08:53,not success,Using URL for other app: https://winsford.gov.uk/
c968032f-5140-4eac-8ce9-269411d404f3,all-for-zero.be,churned,DELETED,2021-06-17 12:51:40,not success,Using URL for other app: https://all-for-zero.be/
d1015a69-b2d4-4dcf-96fa-ed8d0512a863,policylab.org.uk,churned,DELETED,2020-05-27 14:23:32,not success,Redirects to other app: https://www.libdems.org.uk/
6cb31f18-328d-44c2-a7e7-5443d7856159,hecht.haacht.be,churned,DELETED,2019-10-10 7:27:40,not success,Using URL for other app: 6cb31f18-328d-44c2-a7e7-5443d7856159
f4447cbb-f488-4027-bf80-0381cf7e6aa3,www.welklimburgwiljij.be,churned,DELETED,2017-10-19 12:02:08,not success,"308 Permanent Redirect (from disk cache) to http://www.limburg.be/beleidsplanruimte, but fails"
9eea6c05-f1a6-4043-aee4-6021541dba4e,denkmee-hoogstraten.be,churned,DELETED,2019-04-24 10:38:14,not success,Using URL for other app: https://denkmee-hoogstraten.be/
43657ce7-d300-4e3a-94ea-d94a506eebd5,kinrooimeemaken.be,churned,DELETED,2019-02-19 9:25:48,not success,Using URL for other app: https://kinrooimeemaken.be/
c7fdbbb7-d79e-4a5e-bccf-13c597577ac5,katwijk.demo.citizenlab.co,demo,,2021-07-21 11:26:23,not success,Not on AdminHQ - deleted?
590138c9-194c-479d-94de-a5ccfa1517fa,dourdanjeparticipe.demo.citizenlab.co,expired_trial,,2023-11-02 8:58:19,not success,Not on AdminHQ - deleted?
aa2b0b3c-c7c0-4987-a185-e7d233ddf76c,acerca-redes.citizenlab.co,churned,,2020-06-04 19:36:47,SocketError: Failed to open TCP connection to acerca-redes.citizenlab.co:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
d3f9dcd7-f1f8-490a-92dd-e0885ced04f8,acosys-demo.citizenlab.co,demo,,2021-09-18 14:22:47,SocketError: Failed to open TCP connection to acosys-demo.citizenlab.co:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
4b9bd65d-869e-4dc6-aafb-ced732ae2f57,agendadigitalrd.citizenlab.co,churned,,2020-12-10 14:49:55,SocketError: Failed to open TCP connection to agendadigitalrd.citizenlab.co:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
04db8880-25ee-4f9c-8511-171ba265432a,antucoyaparticipa.cl,active,,2021-02-08 23:19:58,SocketError: Failed to open TCP connection to antucoyaparticipa.cl:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
3f167863-0f13-40a9-a07a-c39bbdfa9012,barilocheparticipa.citizenlab.co,demo,,2022-02-02 15:45:52,SocketError: Failed to open TCP connection to barilocheparticipa.citizenlab.co:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
54990280-bded-4313-856c-2b31f3c8502f,bienenroute.brussels,churned,DELETED,2018-06-24 13:47:24,SocketError: Failed to open TCP connection to bienenroute.brussels:443 (getaddrinfo: nodename nor servname provided,This site can’t be reached
